03-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
03-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
04-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
04-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
04-11-2011,Dehar HPS,990,138,330,0,3.84,160
04-11-2011,Pong HPS,396,178,244,120,4.39,183
04-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
04-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
04-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
04-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
04-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
04-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
04-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
04-11-2011,,24052,17135,15007,9400,272.77,11365
04-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
04-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
04-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
04-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
04-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
05-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
05-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
05-11-2011,Dehar HPS,990,138,330,0,3.84,160
05-11-2011,Pong HPS,396,178,244,120,4.39,183
05-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
05-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
05-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
05-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
05-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
05-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
05-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
05-11-2011,,24052,17135,15007,9400,272.77,11365
05-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
05-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
05-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
05-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
05-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
06-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
06-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
06-11-2011,Dehar HPS,990,138,330,0,3.84,160
06-11-2011,Pong HPS,396,178,244,120,4.39,183
06-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
06-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
06-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
06-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
06-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
06-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
06-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
06-11-2011,,24052,17135,15007,9400,272.77,11365
06-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
06-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
06-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
06-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
06-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
07-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
07-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
07-11-2011,Dehar HPS,990,138,330,0,3.84,160
07-11-2011,Pong HPS,396,178,244,120,4.39,183
07-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
07-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
07-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
07-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
07-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
07-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
07-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
07-11-2011,,24052,17135,15007,9400,272.77,11365
07-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
07-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
07-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
07-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
07-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
08-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
08-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
08-11-2011,Dehar HPS,990,138,330,0,3.84,160
08-11-2011,Pong HPS,396,178,244,120,4.39,183
08-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
08-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
08-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
08-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
08-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
08-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
08-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
08-11-2011,,24052,17135,15007,9400,272.77,11365
08-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
08-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
08-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
08-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
08-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
09-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
09-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
09-11-2011,Dehar HPS,990,138,330,0,3.84,160
09-11-2011,Pong HPS,396,178,244,120,4.39,183
09-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
09-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
09-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
09-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
09-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
09-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
09-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
09-11-2011,,24052,17135,15007,9400,272.77,11365
09-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
09-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
09-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
09-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
09-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
10-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
10-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
10-11-2011,Dehar HPS,990,138,330,0,3.84,160
10-11-2011,Pong HPS,396,178,244,120,4.39,183
10-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
10-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
10-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
10-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
10-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
10-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
10-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
10-11-2011,,24052,17135,15007,9400,272.77,11365
10-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
10-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
10-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
10-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
10-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
11-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
11-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
11-11-2011,Dehar HPS,990,138,330,0,3.84,160
11-11-2011,Pong HPS,396,178,244,120,4.39,183
11-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
11-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
11-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
11-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
11-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
11-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
11-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
11-11-2011,,24052,17135,15007,9400,272.77,11365
11-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
11-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
11-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
11-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
11-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
12-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
12-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
12-11-2011,Dehar HPS,990,138,330,0,3.84,160
12-11-2011,Pong HPS,396,178,244,120,4.39,183
12-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
12-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
12-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
12-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
12-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
12-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
12-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
12-11-2011,,24052,17135,15007,9400,272.77,11365
12-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
12-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
12-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
12-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
12-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
13-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
13-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
13-11-2011,Dehar HPS,990,138,330,0,3.84,160
13-11-2011,Pong HPS,396,178,244,120,4.39,183
13-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
13-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
13-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
13-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
13-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
13-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
13-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
13-11-2011,,24052,17135,15007,9400,272.77,11365
13-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
13-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
13-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
13-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
13-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
14-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
14-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
14-11-2011,Dehar HPS,990,138,330,0,3.84,160
14-11-2011,Pong HPS,396,178,244,120,4.39,183
14-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
14-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
14-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
14-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
14-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
14-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
14-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
14-11-2011,,24052,17135,15007,9400,272.77,11365
14-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
14-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
14-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
14-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
14-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
15-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
15-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
15-11-2011,Dehar HPS,990,138,330,0,3.84,160
15-11-2011,Pong HPS,396,178,244,120,4.39,183
15-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
15-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
15-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
15-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
15-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
15-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
15-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
15-11-2011,,24052,17135,15007,9400,272.77,11365
15-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
15-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
15-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
15-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
15-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
16-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
16-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
16-11-2011,Dehar HPS,990,138,330,0,3.84,160
16-11-2011,Pong HPS,396,178,244,120,4.39,183
16-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
16-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
16-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
16-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
16-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
16-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
16-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
16-11-2011,,24052,17135,15007,9400,272.77,11365
16-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
16-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
16-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
16-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
16-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
17-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
17-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
17-11-2011,Dehar HPS,990,138,330,0,3.84,160
17-11-2011,Pong HPS,396,178,244,120,4.39,183
17-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
17-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
17-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
17-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
17-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
17-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
17-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
17-11-2011,,24052,17135,15007,9400,272.77,11365
17-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
17-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
17-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
17-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
17-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
18-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
18-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
18-11-2011,Dehar HPS,990,138,330,0,3.84,160
18-11-2011,Pong HPS,396,178,244,120,4.39,183
18-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
18-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
18-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
18-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
18-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
18-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
18-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
18-11-2011,,24052,17135,15007,9400,272.77,11365
18-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
18-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
18-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
18-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
18-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
19-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
19-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
19-11-2011,Dehar HPS,990,138,330,0,3.84,160
19-11-2011,Pong HPS,396,178,244,120,4.39,183
19-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
19-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
19-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
19-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
19-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
19-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
19-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
19-11-2011,,24052,17135,15007,9400,272.77,11365
19-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
19-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
19-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
19-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
19-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
20-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
20-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
20-11-2011,Dehar HPS,990,138,330,0,3.84,160
20-11-2011,Pong HPS,396,178,244,120,4.39,183
20-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
20-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
20-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
20-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
20-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
20-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
20-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
20-11-2011,,24052,17135,15007,9400,272.77,11365
20-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
20-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
20-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
20-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
20-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
21-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
21-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
21-11-2011,Dehar HPS,990,138,330,0,3.84,160
21-11-2011,Pong HPS,396,178,244,120,4.39,183
21-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
21-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
21-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
21-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
21-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
21-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
21-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
21-11-2011,,24052,17135,15007,9400,272.77,11365
21-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
21-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
21-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
21-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
21-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
22-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
22-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
22-11-2011,Dehar HPS,990,138,330,0,3.84,160
22-11-2011,Pong HPS,396,178,244,120,4.39,183
22-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
22-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
22-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
22-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
22-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
22-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
22-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
22-11-2011,,24052,17135,15007,9400,272.77,11365
22-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
22-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
22-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
22-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
22-11-2011,Grand Total Generation,Grand Total Generation,,0,0,0.00,0
23-11-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
23-11-2011,Bhakra HPS,1497,633,1139,371,15.96,665
23-11-2011,Dehar HPS,990,138,330,0,3.84,160
23-11-2011,Pong HPS,396,178,244,120,4.39,183
23-11-2011,Sub Total (F ),2883,949,1713,491,24.19,1008
23-11-2011,ADHPL HPS(IPP),192,0,0,0,0.35,14
23-11-2011,KWHEP  HPS(IPP),1000,0,300,0,3.49,145
23-11-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
23-11-2011,Shree Cement TPS,300,0,257,225,6.12,255
23-11-2011,Budhil HPS(IPP),70,0,0,0,0.02,1
23-11-2011,Sub Total (G ),1662,0,557,225,9.97,416
23-11-2011,,24052,17135,15007,9400,272.77,11365
23-11-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
23-11-2011,Guru Gobind Singh TPS (Ropar),,1260,840,680,17.12,714
23-11-2011,Guru Nanak Dev TPS(Bhatinda),,440,110,90,1.71,71
23-11-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],685,580,14.53,605
